gene,pooled_rho
RASSF5,-0.2073381238770949
FCMR,-0.2988705189397897
CD55,-0.2077598905247273
CAPN2,0.2182666031301589
DEGS1,0.1378977637795292
TMEM63A,-0.1366133242549044
PYCR2,0.116759519331399
SDE2,-0.1070296980446852
ITPKB,-0.1385651282224411
ARF1,0.1703060150624686
GUK1,0.2287824550496718
DISC1,-0.1530023826719656
TARBP1,-0.131378069612357
IRF2BP2,-0.1147367238910596
LYST,-0.1299277960748418
GREM2,0.4505300839407911
SDCCAG8,-0.1370921198283236
CNST,-0.2085680341511895
RNASEH1,-0.1170106689715967
CMPK2,-0.1218810772996759
RSAD2,-0.1195114168766728
RNF144A,-0.2619887516628541
ID2,-0.2023354184114041
KIDINS220,-0.1249696655177733
IAH1,0.24440219956849
YWHAQ,0.2033126684244832
PDIA6,0.1761929090521006
SLC66A3,0.2538547359348413
LAPTM4A,0.1733352949718112
PUM2,-0.1841663968982119
ATAD2B,-0.1459737433229383
SF3B6,0.1215429815156602
ITSN2,-0.1006402298201812
PTRHD1,0.1331896511384323
DNMT3A,-0.2446977904630192
ASXL2,-0.1122338220184217
OST4,0.1885248922904774
SLC5A6,-0.147450567298757
ATRAID,0.2440214459797656
SNX17,0.1366508401096165
MRPL33,0.10404869492313
WDR43,-0.244111962824012
LBH,-0.2725563593752865
LCLAT1,-0.1043986651854974
DPY30,0.1512742501487483
YIPF4,-0.1063475733342997
BIRC6,-0.1567959593064029
HEATR5B,-0.1117676477559073
EIF2AK2,-0.1368012284644016
CEBPZ,-0.1446618331387184
HNRNPLL,0.2618192631937632
GALM,0.1782430324663699
MTA3,-0.2910571571441523
PPM1B,-0.1390812568535608
PREPL,-0.1187346797141565
TTC7A,-0.1113621493870884
CALM2,0.2027244215943216
MSH2,-0.1974827833431171
FBXO11,-0.1513227609225325
PSME4,-0.2233964418535585
SPTBN1,-0.2042832576493418
CFAP36,0.1638596460034596
PPP4R3B,-0.1252425970689249
BCL11A,-0.2726940233595016
USP34,-0.1386735966938752
XPO1,-0.1051494289437894
B3GNT2,-0.1054821384217974
MDH1,0.1835240777165181
UGP2,0.3373440276304949
SERTAD2,-0.3114713428788802
AAK1,-0.2624792072073804
ANXA4,0.2139835829634923
PCBP1,0.1073888570475441
SNRPG,0.1453712837888936
ZNF638,-0.1469845635071788
CCT7,0.1238846829207993
ALMS1,-0.1236684675016145
DGUOK,0.2020251386169439
MTHFD2,0.1463024921952548
WDR54,0.1397546065929092
AUP1,0.1353456176220407
POLE4,0.205437834327252
DNAH6,-0.1563103636590481
TRABD2A,-0.181675092695971
CAPG,0.2576748540542046
VAMP8,0.2589631818097625
VAMP5,0.1981667344126551
RNF181,0.2442274310493386
KDM3A,-0.2136451495517747
CHMP3,-0.1573408632849107
KRCC1,0.1547415281581465
RPIA,-0.1363653448186937
ITPRIPL1,0.1878820300332978
NCAPH,0.1895589445096748
ANKRD39,0.1874455660948126
COX5B,0.1933199769024202
INPP4A,-0.183205048315201
MGAT4A,-0.1269019894283642
AFF3,-0.4830144512526904
MAP4K4,-0.1141156870187783
EDAR,-0.278920165258002
SH3RF3,-0.2545295290483923
MTLN,0.1252607489419005
CCDC93,-0.139142000326226
DBI,0.1878628204632602
NIFK,-0.1009045009027954
TSN,-0.102257211659847
GYPC,-0.2488319897048175
MAP3K2,-0.1611697078098535
WDR33,-0.1176751422304471
CCDC115,0.2111783376779574
MGAT5,-0.1852839804026005
CCNT2,-0.1392237393488357
RAB3GAP1,-0.170193485606682
ARHGAP15,0.1281885856013961
MBD5,-0.1041867414252295
EPC2,-0.1213211038792992
RIF1,-0.1345181618187878
ARL5A,0.1159391413567088
ARL6IP6,0.2403494157143098
BAZ2B,-0.1269778405120288
PSMD14,0.1219111122356806
SLC4A10,-0.1190967257416509
DPP4,0.184675468698165
CERS6,-0.2885836389928585
SSB,0.1462872626349644
METTL5,0.1519401134289275
UBR3,-0.1309107057738847
ITGA6,-0.2693299256393338
PDK1,-0.2684603574148614
SP3,-0.1728969133866041
OLA1,-0.1444478391404762
CHN1,0.3484877055543425
ITGA4,-0.1490891010657188
ZC3H15,-0.1057036919743508
STAT4,0.2164433992116516
ANKRD44,-0.2050700432392582
SF3B1,-0.1726114967322694
HSPE1,0.1252491594337494
NDUFB3,0.1479772331385128
SUMO1,0.1055977393054522
FAM117B,-0.3349213960861836
ICA1L,-0.2571953010563541
CTLA4,0.1596483161898039
